tag	layer	block	head	x	y	target	bit
872	0	7	3	152	228	1	2
873	0	9	1	141	179	1	5
874	0	4	2	191	352	1	1
875	0	0	4	98	25	1	2
876	0	3	5	56	331	1	3
877	0	3	4	68	333	1	6
878	0	0	3	196	349	1	0
879	0	2	1	165	88	1	0
880	0	4	3	155	156	1	4
881	0	6	1	89	235	1	4
882	0	7	4	77	346	1	6
883	0	1	4	1	261	1	5
884	0	10	2	152	311	1	4
885	0	10	2	27	246	1	1
886	0	4	2	163	166	1	4
887	0	10	1	182	333	1	4
888	0	2	4	132	123	1	0
889	0	6	5	169	163	1	2
890	0	0	2	167	254	1	4
891	0	6	4	103	198	1	0
892	0	11	5	146	97	1	5
893	0	11	5	56	351	1	7
894	0	5	5	129	153	1	2
895	0	8	3	46	150	1	1
896	0	2	5	189	132	1	2
897	0	5	2	167	45	1	3
898	0	3	2	190	157	1	6
899	0	5	3	66	299	1	4
900	0	1	3	120	27	1	1
901	0	3	4	128	61	1	6
902	0	4	1	105	27	1	2
903	0	3	1	87	209	1	7
904	0	5	3	183	92	1	1
905	0	5	5	161	90	1	5
906	0	0	1	1	231	1	4
907	0	2	0	147	81	1	7
908	0	2	3	157	222	1	6
909	0	6	0	122	196	1	0
910	0	8	0	51	374	1	5
911	0	5	0	193	271	1	3
912	0	10	1	1	320	1	3
913	0	11	0	88	159	1	2
914	0	6	1	128	301	1	4
915	0	1	3	11	152	1	4
916	0	11	3	133	305	1	5
917	0	10	2	34	175	1	7
918	0	3	1	42	206	1	0
919	0	3	5	186	67	1	3
920	0	0	0	150	258	1	2
921	0	5	3	182	333	1	0
922	0	10	4	65	273	1	0
923	0	0	0	169	55	1	0
924	0	11	3	29	213	1	7
925	0	1	5	140	129	1	7
926	0	2	2	52	355	1	0
927	0	6	4	169	51	1	4
928	0	9	0	179	70	1	6
929	0	8	2	184	316	1	1
930	0	1	4	27	254	1	3
931	0	3	2	67	267	1	3
932	0	11	0	104	151	1	2
933	0	8	2	127	106	1	7
934	0	3	0	0	6	1	1
935	0	9	0	171	252	1	2
936	0	8	2	19	370	1	1
937	0	10	2	59	233	1	4
938	0	7	0	12	51	1	2
939	0	4	3	92	346	1	5
940	0	11	0	29	48	1	0
941	0	2	2	169	331	1	2
942	0	5	5	112	318	1	4
943	0	1	0	95	175	1	2
944	0	6	3	102	233	1	4
945	0	11	0	122	215	1	2
946	0	2	1	178	371	1	0
947	0	1	4	106	302	1	7
948	0	10	2	112	92	1	6
949	0	9	3	7	350	1	2
950	0	7	0	28	210	1	7
951	0	1	0	66	335	1	5
952	0	11	5	173	268	1	3
953	0	5	3	132	267	1	1
954	0	10	2	186	127	1	7
955	0	10	1	173	328	1	6
956	0	8	5	156	27	1	0
957	0	2	1	129	240	1	7
958	0	1	1	192	251	1	5
959	0	5	4	71	25	1	3
960	0	10	0	96	206	1	3
961	0	7	0	113	293	1	7
962	0	7	3	114	161	1	1
963	0	11	3	167	9	1	1
964	0	6	0	9	285	1	0
965	0	9	4	158	326	1	4
966	0	8	2	52	335	1	7
967	0	5	2	13	114	1	7
968	0	8	5	196	317	1	7
969	0	10	0	93	366	1	7
970	0	1	0	194	337	1	3
971	0	5	4	90	324	1	4
972	0	8	0	95	359	1	1
973	0	2	0	126	71	1	6
974	0	4	0	156	100	1	3
975	0	6	5	55	234	1	3
976	0	5	5	27	212	1	0
977	0	10	3	150	63	1	7
978	0	10	3	150	258	1	2
979	0	0	4	135	376	1	0
980	0	6	5	149	247	1	2
981	0	9	0	44	374	1	2
982	0	6	4	168	307	1	5
983	0	6	2	107	311	1	3
984	0	6	1	87	150	1	7
985	0	2	5	105	308	1	4
986	0	8	1	80	364	1	3
987	0	3	5	159	365	1	4
988	0	5	4	172	67	1	2
989	0	8	5	177	326	1	5
990	0	1	4	194	180	1	7
991	0	9	5	170	363	1	6
992	0	11	0	136	146	1	6
993	0	8	1	27	12	1	6
994	0	0	2	171	28	1	3
995	0	2	1	73	349	1	4
996	0	0	4	176	151	1	3
997	0	0	4	91	231	1	1
998	0	10	5	189	287	1	3
999	0	10	4	143	199	1	3
1000	1	10	1	28	3	1	4
1001	1	3	4	35	13	1	1
1002	1	6	1	8	3	1	1
1003	1	3	5	129	3	1	3
1004	1	10	3	179	53	1	3
1005	1	9	5	71	0	1	2
1006	1	6	1	87	35	1	2
1007	1	5	0	26	11	1	6
1008	1	5	5	88	33	1	0
1009	1	7	0	137	15	1	6
1010	1	8	5	75	46	1	3
1011	1	1	0	11	29	1	4
1012	1	3	3	25	48	1	4
1013	1	10	2	93	20	1	5
1014	1	3	4	171	34	1	1
1015	1	10	3	43	31	1	2
1016	1	6	0	69	28	1	5
1017	1	3	2	8	40	1	6
1018	1	1	5	54	40	1	3
1019	1	7	2	101	58	1	2
1020	1	2	4	63	33	1	6
1021	1	6	4	92	28	1	2
1022	1	7	1	23	6	1	1
1023	1	10	3	40	54	1	1
1024	1	6	4	152	59	1	4
1025	1	0	5	174	14	1	4
1026	1	5	1	28	37	1	6
1027	1	7	4	0	33	1	2
1028	1	1	1	160	38	1	3
1029	1	5	4	195	20	1	0
1030	1	5	2	125	2	1	1
1031	1	4	4	61	7	1	3
1032	1	1	4	21	62	1	1
1033	1	2	2	32	60	1	2
1034	1	8	4	155	54	1	3
1035	1	11	3	176	25	1	4
1036	1	10	4	166	47	1	7
1037	1	7	0	30	31	1	3
1038	1	5	0	5	29	1	3
1039	1	1	0	181	7	1	3
1040	1	0	2	84	9	1	3
1041	1	10	5	124	27	1	2
1042	1	9	3	147	60	1	3
1043	1	6	5	48	12	1	1
1044	1	6	3	90	54	1	6
1045	1	11	3	13	12	1	0
1046	1	11	1	86	13	1	3
1047	1	3	3	137	57	1	2
1048	1	2	0	71	59	1	3
1049	1	7	5	140	12	1	0
1050	1	8	1	3	11	1	3
1051	1	6	3	124	61	1	3
1052	1	0	3	42	48	1	0
1053	1	4	5	116	36	1	6
1054	1	11	1	142	62	1	2
1055	1	4	5	55	7	1	0
1056	1	5	4	14	6	1	7
1057	1	8	1	40	7	1	1
1058	1	1	3	152	8	1	3
1059	1	1	4	145	31	1	0
1060	1	1	1	107	40	1	4
1061	1	10	2	183	40	1	3
1062	1	6	2	33	38	1	7
1063	1	1	0	2	58	1	1
1064	1	8	2	54	33	1	2
1065	1	1	1	62	47	1	4
1066	1	7	5	139	38	1	0
1067	1	8	2	76	13	1	2
1068	1	1	2	27	19	1	4
1069	1	9	5	53	43	1	3
1070	1	10	0	67	62	1	4
1071	1	1	0	162	54	1	4
1072	1	0	1	85	16	1	4
1073	1	11	0	113	54	1	0
1074	1	1	2	176	19	1	0
1075	1	9	1	141	18	1	6
1076	1	0	2	78	46	1	0
1077	1	3	2	174	31	1	1
1078	1	8	1	104	19	1	3
1079	1	2	5	105	3	1	2
1080	1	5	1	105	31	1	4
1081	1	11	3	27	48	1	0
1082	1	3	2	51	58	1	5
1083	1	3	3	57	3	1	3
1084	1	5	2	71	8	1	4
1085	1	10	0	130	51	1	5
1086	1	1	0	66	22	1	4
1087	1	1	5	152	55	1	5
1088	1	5	4	111	14	1	6
1089	1	3	0	65	5	1	6
1090	1	8	3	137	25	1	5
1091	1	1	5	170	42	1	5
1092	1	1	5	184	38	1	4
1093	1	6	4	83	51	1	4
1094	1	2	5	49	53	1	6
1095	1	11	4	44	38	1	6
1096	1	0	3	77	36	1	3
1097	1	9	3	155	41	1	7
1098	1	7	5	172	27	1	7
1099	1	2	4	168	10	1	4
1100	1	10	1	162	42	1	1
1101	1	10	1	79	28	1	3
1102	1	0	4	11	31	1	7
1103	1	1	5	116	53	1	3
1104	1	11	1	98	63	1	6
1105	1	2	3	167	0	1	1
1106	1	3	4	45	59	1	0
1107	1	3	3	31	58	1	2
1108	1	10	4	135	40	1	7
1109	1	11	1	129	54	1	7
1110	1	11	1	121	57	1	4
1111	1	10	2	70	62	1	3
1112	1	7	2	19	36	1	3
1113	1	5	1	81	10	1	2
1114	1	3	0	98	19	1	3
1115	1	6	3	104	42	1	7
1116	1	0	4	52	53	1	6
1117	1	11	0	5	48	1	7
1118	1	5	4	76	49	1	6
1119	1	11	1	188	28	1	7
1120	1	4	3	111	62	1	0
1121	1	5	3	171	51	1	2
1122	1	2	4	159	3	1	6
1123	1	9	5	169	3	1	1
1124	1	6	0	34	59	1	2
1125	1	4	3	97	41	1	3
1126	1	5	3	86	48	1	4
1127	1	4	5	20	60	1	0
1128	1	8	5	13	44	1	3
1129	1	1	1	166	5	1	0
1130	1	3	1	5	19	1	3
1131	1	7	3	171	14	1	3
1132	1	11	4	65	47	1	2
1133	1	9	2	191	14	1	2
1134	1	1	4	148	3	1	4
1135	1	10	0	96	50	1	3
1136	1	9	5	176	31	1	1
1137	1	4	2	175	15	1	0
1138	1	8	4	109	47	1	1
1139	1	10	3	87	1	1	6
1140	1	1	5	110	46	1	7
1141	1	2	4	111	22	1	4
1142	1	8	5	123	59	1	6
1143	1	9	0	68	41	1	3
1144	1	4	4	115	31	1	7
1145	1	9	0	171	48	1	5
1146	1	7	1	83	23	1	7
1147	1	5	4	66	43	1	4
1148	1	11	0	70	1	1	3
1149	1	3	4	184	52	1	7
1150	1	3	3	176	60	1	7
1151	1	0	3	23	37	1	3
1152	1	11	3	62	39	1	5
1153	1	8	5	135	44	1	6
1154	1	8	2	84	45	1	7
1155	1	4	5	64	29	1	1
1156	1	3	1	80	15	1	2
1157	1	3	5	189	61	1	4
1158	1	9	1	194	36	1	1
1159	1	4	2	58	46	1	2
1160	1	0	0	181	16	1	4
1161	1	0	5	141	37	1	2
1162	1	7	3	26	1	1	4
1163	1	7	0	112	43	1	2
1164	1	4	3	122	14	1	1
1165	1	7	1	18	6	1	2
1166	1	9	0	77	10	1	3
1167	1	8	4	195	53	1	3
1168	1	6	4	115	56	1	4
1169	1	6	1	78	7	1	1
1170	1	10	1	54	33	1	1
1171	1	3	0	44	9	1	2
1172	1	6	0	115	60	1	4
1173	1	3	0	73	36	1	7
1174	1	10	3	59	33	1	3
1175	1	1	2	139	28	1	2
1176	1	2	2	18	7	1	2
1177	1	9	0	191	36	1	7
1178	1	7	2	176	38	1	6
1179	1	8	0	138	63	1	7
1180	1	9	4	10	55	1	5
1181	1	4	5	6	11	1	3
1182	1	9	4	150	2	1	4
1183	1	0	4	195	22	1	7
1184	1	10	4	113	35	1	2
1185	1	6	3	162	62	1	1
1186	1	5	5	104	42	1	5
1187	1	1	5	41	42	1	6
1188	1	7	3	73	51	1	0
1189	1	1	0	80	32	1	5
1190	1	6	3	131	0	1	7
1191	1	0	5	48	46	1	7
1192	1	7	2	194	6	1	3
1193	1	8	5	33	36	1	7
1194	1	7	5	31	3	1	3
1195	1	2	0	79	1	1	6
1196	1	3	5	29	59	1	1
1197	1	2	3	127	37	1	4
1198	1	7	4	120	31	1	7
1199	1	2	0	98	24	1	2
1200	1	4	0	106	43	1	4
1201	1	4	1	185	38	1	7
1202	1	7	2	137	61	1	5
1203	1	8	2	195	48	1	7
1204	1	3	1	178	30	1	6
1205	1	6	5	11	40	1	7
1206	1	6	0	98	19	1	7
1207	1	2	3	128	42	1	1
1208	1	1	5	134	58	1	0
1209	1	2	3	104	19	1	1
1210	1	4	2	86	50	1	1
1211	1	10	5	136	48	1	5
1212	1	11	4	194	62	1	0
1213	1	1	5	60	36	1	3
1214	1	1	3	111	12	1	1
1215	1	2	0	177	38	1	0
1216	1	5	2	14	37	1	5
1217	1	6	4	37	31	1	6
1218	1	10	0	46	21	1	2
1219	1	9	4	97	30	1	7
1220	1	2	3	59	59	1	4
1221	1	4	2	170	1	1	7
1222	1	10	3	139	20	1	1
1223	1	5	5	150	38	1	6
1224	1	4	3	116	38	1	3
1225	1	7	4	27	30	1	6
1226	1	5	0	147	37	1	4
1227	1	10	4	101	35	1	0
1228	1	10	2	190	6	1	7
1229	1	3	5	155	45	1	3
1230	1	3	5	158	32	1	2
1231	1	1	3	160	5	1	4
1232	1	0	0	148	46	1	2
1233	1	4	1	83	53	1	2
1234	1	2	1	138	46	1	4
1235	1	4	0	123	37	1	5
1236	1	7	5	19	18	1	3
1237	1	11	0	172	50	1	5
1238	1	6	3	3	33	1	1
1239	1	5	5	172	33	1	6
1240	1	5	0	27	29	1	7
1241	1	9	5	143	41	1	3
1242	1	1	5	162	59	1	4
1243	1	6	0	29	17	1	0
1244	1	4	1	126	14	1	1
1245	1	8	2	34	49	1	7
1246	1	10	3	190	53	1	2
1247	1	10	2	25	62	1	6
1248	1	0	3	176	47	1	3
1249	1	7	5	60	46	1	1
1250	1	5	3	139	45	1	0
1251	1	4	0	48	15	1	7
1252	1	10	2	54	2	1	0
1253	1	3	4	32	26	1	1
1254	1	3	2	150	27	1	3
1255	1	2	1	152	0	1	4
1256	1	2	0	138	32	1	2
1257	1	10	2	6	16	1	0
1258	1	3	1	150	41	1	0
1259	1	4	4	13	16	1	6
1260	1	1	3	190	8	1	7
1261	1	5	4	131	13	1	7
1262	1	3	3	157	5	1	4
1263	1	10	3	7	7	1	7
1264	1	6	5	175	13	1	7
1265	1	7	4	18	10	1	5
1266	1	2	4	16	16	1	4
1267	1	10	4	149	41	1	6
1268	1	8	0	75	58	1	6
1269	1	11	3	29	27	1	6
1270	1	3	3	105	43	1	7
1271	1	6	3	186	12	1	5
1272	1	5	1	170	32	1	5
1273	1	10	0	121	8	1	1
1274	1	1	1	110	12	1	5
1275	1	8	3	15	42	1	1
1276	1	5	2	170	54	1	0
1277	1	9	4	79	45	1	1
1278	1	8	1	54	19	1	7
1279	1	1	2	89	47	1	1
1280	1	9	4	57	54	1	0
1281	1	10	1	177	34	1	0
1282	1	4	2	179	39	1	5
1283	1	0	0	46	18	1	6
1284	1	2	5	189	3	1	1
1285	1	8	3	55	48	1	6
1286	1	5	5	40	47	1	4
1287	1	5	1	145	10	1	0
1288	1	2	2	193	6	1	1
1289	1	7	4	169	54	1	7
1290	1	7	4	106	34	1	3
1291	1	1	2	88	55	1	1
1292	1	10	0	173	62	1	4
1293	1	3	1	101	7	1	0
1294	1	4	2	54	17	1	4
1295	1	5	5	30	0	1	7
1296	1	6	4	44	16	1	6
1297	1	11	3	58	45	1	1
1298	1	11	3	10	55	1	0
1299	1	1	5	80	54	1	6
1300	1	10	3	106	37	1	1
1301	1	0	5	83	21	1	7
1302	1	5	1	22	55	1	1
1303	1	6	3	150	51	1	1
1304	1	4	2	190	43	1	3
1305	1	2	2	19	14	1	3
1306	1	5	0	186	18	1	3
1307	1	2	4	65	25	1	2
1308	1	2	5	194	9	1	2
1309	1	7	5	118	57	1	5
1310	1	5	3	38	56	1	1
1311	1	7	4	161	38	1	4
1312	1	0	3	90	9	1	4
1313	1	7	2	9	7	1	5
1314	1	1	3	165	11	1	6
1315	1	9	4	141	5	1	7
1316	1	10	4	48	41	1	7
1317	1	2	2	15	57	1	1
1318	1	11	1	21	22	1	0
1319	1	11	2	112	56	1	2
1320	1	5	2	72	49	1	6
1321	1	10	0	153	6	1	5
1322	1	5	2	24	49	1	4
1323	1	11	0	168	19	1	5
1324	1	9	2	169	18	1	5
1325	1	10	4	178	50	1	2
1326	1	11	5	21	39	1	6
1327	1	5	4	32	11	1	6
1328	1	5	1	4	46	1	4
1329	1	3	1	87	62	1	3
1330	1	2	0	39	9	1	4
1331	1	8	4	138	4	1	5
1332	1	2	1	152	48	1	2
1333	1	2	0	177	21	1	7
1334	1	6	4	93	30	1	7
1335	1	4	4	192	57	1	3
1336	1	3	2	79	60	1	3
1337	1	10	2	146	56	1	7
1338	1	6	1	128	53	1	2
1339	1	9	5	35	32	1	0
1340	1	7	2	95	13	1	1
1341	1	1	3	195	20	1	4
1342	1	8	1	37	55	1	1
1343	1	7	0	89	3	1	6
1344	1	6	3	128	47	1	3
1345	1	1	2	95	28	1	0
1346	1	1	1	182	42	1	2
1347	1	0	5	73	60	1	2
1348	1	7	0	114	0	1	1
1349	1	4	0	55	19	1	6
1350	1	4	0	60	38	1	1
1351	1	3	0	107	58	1	1
1352	1	7	5	152	2	1	3
1353	1	2	4	74	54	1	0
1354	1	5	5	61	53	1	2
1355	1	10	4	21	46	1	1
1356	1	8	3	129	2	1	6
1357	1	0	2	162	49	1	5
1358	1	11	2	4	45	1	1
1359	1	3	1	187	13	1	5
1360	1	0	5	90	43	1	2
1361	1	7	1	178	61	1	2
1362	1	1	2	183	58	1	0
1363	1	3	2	11	25	1	0
1364	1	4	2	131	50	1	7
1365	1	0	2	192	24	1	4
1366	1	0	0	167	42	1	4
1367	1	5	3	111	51	1	7
1368	1	5	2	47	63	1	7
1369	1	8	0	68	10	1	6
1370	1	6	2	154	23	1	4
1371	1	1	2	20	41	1	4
1372	1	7	5	154	54	1	2
1373	1	7	5	89	57	1	0
1374	1	5	5	157	55	1	4
1375	1	0	4	19	51	1	5
1376	1	11	1	173	20	1	0
1377	1	9	1	173	56	1	0
1378	1	1	3	60	46	1	5
1379	1	9	2	8	19	1	7
1380	1	5	4	113	9	1	2
1381	1	5	1	101	40	1	4
1382	1	1	4	6	23	1	7
1383	1	6	2	143	15	1	4
1384	1	11	5	114	27	1	4
1385	1	7	0	51	15	1	2
1386	1	7	5	44	56	1	1
1387	1	5	4	170	44	1	1
1388	1	8	5	74	38	1	2
1389	1	11	4	179	22	1	5
1390	1	3	1	31	25	1	2
1391	1	7	3	6	46	1	5
1392	1	8	2	33	11	1	1
1393	1	6	3	183	61	1	6
1394	1	9	5	18	16	1	5
1395	1	1	1	115	59	1	5
1396	1	8	3	163	23	1	2
1397	1	8	2	14	15	1	2
1398	1	2	2	41	41	1	3
1399	1	8	1	72	10	1	4
1400	1	10	5	141	35	1	2
1401	1	4	4	157	11	1	2
1402	1	9	4	39	21	1	5
1403	1	0	5	7	10	1	0
1404	1	9	4	67	26	1	6
1405	1	10	5	7	63	1	4
1406	1	4	2	123	31	1	6
1407	1	7	3	18	7	1	2
1408	1	6	2	123	59	1	3
1409	1	9	5	36	40	1	5
1410	1	5	4	102	16	1	5
1411	1	8	3	27	40	1	3
1412	1	1	1	68	57	1	3
1413	1	1	4	12	37	1	6
1414	1	6	4	63	20	1	5
1415	1	11	3	80	24	1	2
1416	1	8	3	119	63	1	4
1417	1	0	1	23	50	1	7
1418	1	3	0	149	45	1	0
1419	1	4	4	126	60	1	4
1420	1	0	2	27	55	1	2
1421	1	11	0	93	51	1	5
1422	1	6	4	13	24	1	5
1423	1	4	4	18	49	1	7
1424	1	4	0	159	15	1	2
1425	1	6	1	95	43	1	5
1426	1	3	0	154	51	1	0
1427	1	0	4	35	42	1	7
1428	1	7	4	38	17	1	5
1429	1	5	4	41	50	1	4
1430	1	5	3	129	62	1	4
1431	1	0	3	94	42	1	1
1432	1	9	2	78	3	1	7
1433	1	10	4	148	29	1	0
1434	1	7	5	43	48	1	2
1435	1	3	0	8	14	1	3
1436	1	7	3	80	53	1	2
1437	1	11	5	52	52	1	7
1438	1	11	4	15	17	1	3
1439	1	5	2	169	61	1	6
1440	1	2	5	117	43	1	5
1441	1	11	1	174	33	1	7
1442	1	3	2	71	38	1	3
1443	1	4	2	180	26	1	7
1444	1	7	0	89	35	1	4
1445	1	9	2	173	48	1	6
1446	1	2	5	74	5	1	4
1447	1	1	5	88	56	1	4
1448	1	7	4	54	25	1	4
1449	1	11	4	69	17	1	1
1450	1	11	0	150	30	1	3
1451	1	10	0	135	28	1	3
1452	1	1	0	105	42	1	7
1453	1	10	3	35	0	1	2
1454	1	10	2	121	61	1	3
1455	1	5	5	73	7	1	1
1456	1	9	3	59	4	1	2
1457	1	2	1	9	50	1	7
1458	1	11	2	74	4	1	0
1459	1	9	2	154	13	1	5
1460	1	7	4	164	63	1	2
1461	1	7	2	69	24	1	1
1462	1	2	5	187	58	1	4
1463	1	2	4	3	43	1	4
1464	1	10	4	193	24	1	2
1465	1	10	0	103	54	1	5
1466	1	6	1	171	12	1	2
1467	1	7	2	82	31	1	0
1468	1	6	2	60	57	1	4
1469	1	4	5	149	1	1	4
1470	1	5	5	177	30	1	0
1471	1	1	3	119	39	1	2
1472	1	10	5	128	39	1	1
1473	1	4	1	94	28	1	3
1474	1	7	3	39	58	1	5
1475	1	11	1	140	60	1	3
1476	1	10	4	193	10	1	7
1477	1	11	0	92	9	1	1
1478	1	8	1	129	25	1	2
1479	1	5	5	133	56	1	1
1480	1	3	4	183	62	1	1
1481	1	7	4	14	58	1	2
1482	1	6	5	116	7	1	7
1483	1	4	2	185	2	1	6
1484	1	0	0	190	27	1	1
1485	1	6	0	88	8	1	0
1486	1	7	1	8	36	1	6
1487	1	2	3	196	53	1	5
1488	1	7	5	96	48	1	1
1489	1	10	0	138	17	1	5
1490	1	2	5	137	50	1	2
1491	1	3	3	0	2	1	4
1492	1	10	1	184	54	1	6
1493	1	3	2	117	44	1	2
1494	1	3	5	185	14	1	0
1495	1	6	1	157	2	1	3
1496	1	1	4	25	4	1	7
1497	1	10	5	180	6	1	3
1498	1	0	4	102	56	1	3
1499	1	3	4	193	7	1	2
1500	1	4	1	59	40	1	5
1501	1	4	2	36	28	1	6
1502	1	4	4	15	22	1	6
1503	1	7	4	12	44	1	6
1504	1	5	1	178	53	1	6
1505	1	4	1	96	23	1	7
1506	1	3	0	76	18	1	7
1507	1	8	3	105	53	1	2
1508	1	3	5	65	26	1	5
1509	1	1	4	115	47	1	1
1510	1	11	3	48	6	1	4
1511	1	10	1	154	5	1	1
1512	1	9	1	185	27	1	7
1513	1	5	1	77	1	1	3
1514	1	11	5	30	61	1	3
1515	1	9	1	180	26	1	6
1516	1	8	3	82	36	1	6
1517	1	8	2	166	45	1	4
1518	1	5	0	131	63	1	7
1519	1	11	2	120	40	1	3
1520	1	5	5	105	5	1	3
1521	1	2	2	4	33	1	6
1522	1	2	3	50	42	1	3
1523	1	9	2	62	63	1	5
1524	1	7	1	185	62	1	7
1525	1	11	5	90	21	1	2
1526	1	8	4	125	23	1	0
1527	1	0	3	19	6	1	0
1528	1	2	5	161	29	1	1
1529	1	2	2	2	27	1	7
1530	1	0	0	158	61	1	7
1531	1	0	0	136	52	1	0
1532	1	8	0	184	35	1	4
1533	1	8	0	178	55	1	2
1534	1	1	1	134	19	1	3
1535	1	9	2	134	32	1	5
1536	1	6	3	20	47	1	6
1537	1	9	5	62	28	1	4
1538	1	1	3	167	4	1	1
1539	1	6	5	96	60	1	0
1540	1	0	3	179	21	1	1
1541	1	6	4	165	42	1	1
1542	1	0	2	58	27	1	7
1543	1	0	1	19	35	1	0
1544	1	5	5	4	26	1	2
1545	1	6	4	19	38	1	2
1546	1	3	3	145	49	1	5
1547	1	11	0	35	10	1	5
1548	1	1	2	111	29	1	1
1549	1	9	0	196	50	1	5
1550	1	10	1	69	57	1	7
1551	1	5	1	141	48	1	6
1552	1	10	4	149	48	1	1
1553	1	4	2	63	9	1	1
1554	1	2	2	97	19	1	6
1555	1	5	2	27	11	1	0
1556	1	7	1	92	34	1	1
1557	1	1	4	47	55	1	7
1558	1	8	0	131	52	1	1
1559	1	1	3	90	11	1	5
1560	1	0	0	74	52	1	6
1561	1	11	5	143	31	1	2
1562	1	6	2	43	17	1	4
1563	1	4	1	126	18	1	1
1564	1	6	3	70	53	1	4
1565	1	1	5	92	32	1	3
1566	1	10	0	126	25	1	7
1567	1	2	2	77	0	1	6
1568	1	9	2	97	42	1	7
1569	1	6	2	166	17	1	4
1570	1	9	2	177	25	1	7
1571	1	2	5	101	40	1	4
1572	1	11	2	162	62	1	3
1573	1	6	0	71	50	1	5
1574	1	9	5	51	23	1	0
1575	1	7	2	181	26	1	7
1576	1	11	1	17	52	1	7
1577	1	10	5	77	30	1	4
1578	1	2	0	183	54	1	6
1579	1	7	4	153	61	1	6
1580	1	8	2	177	53	1	0
1581	1	11	1	137	10	1	1
1582	1	10	5	170	45	1	2
1583	1	9	3	11	51	1	5
1584	1	1	1	2	12	1	4
1585	1	8	2	191	28	1	7
1586	1	6	0	118	19	1	5
1587	1	7	0	26	37	1	6
1588	1	1	2	186	18	1	5
1589	1	5	2	116	26	1	7
1590	1	7	2	24	56	1	7
1591	1	1	0	76	5	1	1
1592	1	5	5	165	13	1	2
1593	1	3	2	132	22	1	2
1594	1	8	3	109	59	1	3
1595	1	10	3	47	23	1	6
1596	1	0	4	188	25	1	7
1597	1	6	1	99	0	1	3
1598	1	4	4	192	8	1	1
1599	1	2	3	93	41	1	3
1600	1	1	4	67	62	1	5
1601	1	6	2	156	50	1	1
1602	1	5	4	117	22	1	4
1603	1	9	0	21	17	1	5
1604	1	3	2	78	14	1	2
1605	1	11	4	36	49	1	6
1606	1	2	1	147	49	1	6
1607	1	7	3	162	22	1	2
1608	1	4	3	35	23	1	5
1609	1	9	3	13	45	1	0
1610	1	2	3	49	49	1	7
1611	1	10	3	125	53	1	7
1612	1	2	2	21	3	1	3
1613	1	0	1	70	28	1	4
1614	1	7	4	144	63	1	1
1615	1	1	5	68	46	1	0
1616	1	7	0	139	27	1	6
1617	1	11	0	167	31	1	4
1618	1	7	3	67	44	1	1
1619	1	1	5	60	26	1	5
1620	1	9	4	161	54	1	2
1621	1	2	4	52	26	1	0
1622	1	5	2	136	35	1	2
1623	1	11	4	74	37	1	4
1624	1	10	0	24	17	1	6
1625	1	4	1	167	16	1	2
1626	1	2	5	182	41	1	3
1627	1	6	5	125	18	1	4
1628	1	6	5	96	57	1	1
1629	1	1	3	103	35	1	5
1630	1	7	5	83	0	1	1
1631	1	7	4	162	45	1	1
1632	1	6	3	55	54	1	3
1633	1	4	4	82	36	1	5
1634	1	9	5	33	62	1	5
1635	1	0	0	11	12	1	7
1636	1	1	0	40	56	1	7
1637	1	6	1	51	16	1	4
1638	1	4	0	23	46	1	4
1639	1	5	3	170	21	1	0
1640	1	10	5	78	29	1	6
1641	1	1	1	180	12	1	0
1642	1	7	4	19	16	1	3
1643	1	10	5	113	1	1	0
1644	1	5	3	30	54	1	2
1645	1	1	5	58	49	1	1
1646	1	1	2	26	40	1	5
1647	1	2	0	97	17	1	2
1648	1	8	3	144	1	1	2
1649	1	5	3	184	27	1	2
1650	1	9	0	175	56	1	3
1651	1	1	2	35	15	1	6
1652	1	6	2	80	17	1	3
1653	1	10	5	21	31	1	4
1654	1	0	4	168	38	1	3
1655	1	9	2	130	24	1	6
1656	1	10	3	13	30	1	7
1657	1	1	4	61	63	1	1
1658	1	0	3	92	40	1	2
1659	1	9	3	107	46	1	2
1660	1	1	2	4	8	1	0
1661	1	3	4	10	7	1	6
1662	1	4	5	160	53	1	6
1663	1	6	0	21	19	1	4
1664	1	4	4	20	26	1	2
1665	1	5	5	100	8	1	4
1666	1	6	1	186	30	1	0
1667	1	1	4	111	14	1	7
1668	1	9	0	14	39	1	2
1669	1	0	1	181	17	1	0
1670	1	7	2	88	33	1	2
1671	1	2	0	191	34	1	1
1672	1	5	2	109	34	1	1
1673	1	11	3	147	9	1	7
1674	1	8	4	92	7	1	7
1675	1	2	0	94	20	1	4
1676	1	9	5	172	14	1	3
1677	1	8	1	0	5	1	0
1678	1	0	1	120	46	1	6
1679	1	2	2	9	53	1	3
1680	1	3	0	106	40	1	4
1681	1	9	1	95	15	1	0
1682	1	3	0	132	5	1	6
1683	1	7	0	72	39	1	5
1684	1	8	1	116	1	1	5
1685	1	4	3	144	38	1	3
1686	1	5	5	151	63	1	3
1687	1	8	0	194	31	1	2
1688	1	6	5	6	29	1	5
1689	1	11	5	2	42	1	0
1690	1	6	1	188	39	1	1
1691	1	8	0	60	53	1	7
1692	1	2	0	182	35	1	1
1693	1	3	3	133	52	1	5
1694	1	11	5	21	12	1	2
1695	1	6	5	19	7	1	6
1696	1	2	2	60	37	1	4
1697	1	6	3	179	41	1	5
1698	1	4	1	59	9	1	3
1699	1	9	1	27	19	1	1
1700	1	7	0	119	40	1	6
