tag	layer	block	head	x	y	target	bit
872	0	7	7	152	456	1	2
873	0	9	2	141	358	1	5
874	0	4	4	191	705	1	1
875	0	0	9	98	50	1	2
876	0	3	10	56	662	1	3
877	0	3	8	68	667	1	6
878	0	0	7	196	698	1	0
879	0	2	3	165	177	1	0
880	0	4	6	155	312	1	4
881	0	6	3	89	470	1	4
882	0	7	9	77	693	1	6
883	0	1	8	1	523	1	5
884	0	10	4	152	623	1	4
885	0	10	5	27	493	1	1
886	0	4	4	163	332	1	4
887	0	10	3	182	667	1	4
888	0	2	9	132	246	1	0
889	0	6	11	169	327	1	2
890	0	0	4	167	509	1	4
891	0	6	9	103	397	1	0
892	0	11	11	146	194	1	5
893	0	11	10	56	702	1	7
894	0	5	10	129	307	1	2
895	0	8	7	46	300	1	1
896	0	2	10	189	264	1	2
897	0	5	5	167	91	1	3
898	0	3	5	190	314	1	6
899	0	5	7	66	599	1	4
900	0	1	7	120	54	1	1
901	0	3	8	128	122	1	6
902	0	4	2	105	55	1	2
903	0	3	2	87	419	1	7
904	0	5	7	183	184	1	1
905	0	5	10	161	181	1	5
906	0	0	3	1	462	1	4
907	0	2	1	147	162	1	7
908	0	2	6	157	444	1	6
909	0	6	0	122	392	1	0
910	0	8	0	51	748	1	5
911	0	5	0	193	543	1	3
912	0	10	3	1	641	1	3
913	0	11	1	88	319	1	2
914	0	6	2	128	602	1	4
915	0	1	7	11	305	1	4
916	0	11	6	133	610	1	5
917	0	10	5	34	350	1	7
918	0	3	3	42	413	1	0
919	0	3	11	186	134	1	3
920	0	0	1	150	516	1	2
921	0	5	6	182	666	1	0
922	0	10	9	65	547	1	0
923	0	0	0	169	110	1	0
924	0	11	6	29	426	1	7
925	0	1	11	140	258	1	7
926	0	2	4	52	711	1	0
927	0	6	9	169	103	1	4
928	0	9	1	179	140	1	6
929	0	8	4	184	632	1	1
930	0	1	9	27	509	1	3
931	0	3	5	67	535	1	3
932	0	11	0	104	302	1	2
933	0	8	5	127	212	1	7
934	0	3	1	0	13	1	1
935	0	9	1	171	505	1	2
936	0	8	4	19	740	1	1
937	0	10	4	59	467	1	4
938	0	7	0	12	102	1	2
939	0	4	6	92	693	1	5
940	0	11	0	29	97	1	0
941	0	2	5	169	662	1	2
942	0	5	11	112	636	1	4
943	0	1	1	95	350	1	2
944	0	6	6	102	467	1	4
945	0	11	1	122	431	1	2
946	0	2	2	178	743	1	0
947	0	1	9	106	604	1	7
948	0	10	5	112	185	1	6
949	0	9	7	7	700	1	2
950	0	7	0	28	421	1	7
951	0	1	0	66	670	1	5
952	0	11	10	173	537	1	3
953	0	5	6	132	535	1	1
954	0	10	5	186	254	1	7
955	0	10	2	173	656	1	6
956	0	8	10	156	55	1	0
957	0	2	2	129	480	1	7
958	0	1	3	192	503	1	5
959	0	5	8	71	51	1	3
960	0	10	1	96	412	1	3
961	0	7	1	113	586	1	7
962	0	7	7	114	323	1	1
963	0	11	6	167	18	1	1
964	0	6	1	9	570	1	0
965	0	9	8	158	652	1	4
966	0	8	5	52	670	1	7
967	0	5	5	13	228	1	7
968	0	8	11	196	634	1	7
969	0	10	1	93	733	1	7
970	0	1	0	194	674	1	3
971	0	5	8	90	648	1	4
972	0	8	0	95	718	1	1
973	0	2	1	126	143	1	6
974	0	4	1	156	200	1	3
975	0	6	11	55	468	1	3
976	0	5	10	27	424	1	0
977	0	10	7	150	126	1	7
978	0	10	7	150	516	1	2
979	0	0	8	135	753	1	0
980	0	6	11	149	494	1	2
981	0	9	1	44	748	1	2
982	0	6	8	168	614	1	5
983	0	6	4	107	623	1	3
984	0	6	2	87	301	1	7
985	0	2	11	105	616	1	4
986	0	8	3	80	728	1	3
987	0	3	10	159	731	1	4
988	0	5	8	172	135	1	2
989	0	8	11	177	652	1	5
990	0	1	9	194	360	1	7
991	0	9	10	170	727	1	6
992	0	11	0	136	292	1	6
993	0	8	2	27	25	1	6
994	0	0	4	171	57	1	3
995	0	2	2	73	699	1	4
996	0	0	8	176	302	1	3
997	0	0	9	91	463	1	1
998	0	10	11	189	575	1	3
999	0	10	8	143	398	1	3
1000	1	10	3	28	3	1	4
1001	1	3	9	35	13	1	1
1002	1	6	3	8	3	1	1
1003	1	3	11	129	3	1	3
1004	1	10	7	179	53	1	3
1005	1	9	11	71	0	1	2
1006	1	6	3	87	35	1	2
1007	1	5	1	26	11	1	6
1008	1	5	11	88	33	1	0
1009	1	7	1	137	15	1	6
1010	1	8	11	75	46	1	3
1011	1	1	1	11	29	1	4
1012	1	3	7	25	48	1	4
1013	1	10	5	93	20	1	5
1014	1	3	9	171	34	1	1
1015	1	10	7	43	31	1	2
1016	1	6	0	69	28	1	5
1017	1	3	4	8	40	1	6
1018	1	1	10	54	40	1	3
1019	1	7	4	101	58	1	2
1020	1	2	9	63	33	1	6
1021	1	6	8	92	28	1	2
1022	1	7	2	23	6	1	1
1023	1	10	6	40	54	1	1
1024	1	6	8	152	59	1	4
1025	1	0	10	174	14	1	4
1026	1	5	2	28	37	1	6
1027	1	7	8	0	33	1	2
1028	1	1	2	160	38	1	3
1029	1	5	9	195	20	1	0
1030	1	5	5	125	2	1	1
1031	1	4	9	61	7	1	3
1032	1	1	8	21	62	1	1
1033	1	2	4	32	60	1	2
1034	1	8	8	155	54	1	3
1035	1	11	6	176	25	1	4
1036	1	10	8	166	47	1	7
1037	1	7	1	30	31	1	3
1038	1	5	0	5	29	1	3
1039	1	1	1	181	7	1	3
1040	1	0	4	84	9	1	3
1041	1	10	11	124	27	1	2
1042	1	9	7	147	60	1	3
1043	1	6	10	48	12	1	1
1044	1	6	7	90	54	1	6
1045	1	11	6	13	12	1	0
1046	1	11	3	86	13	1	3
1047	1	3	6	137	57	1	2
1048	1	2	1	71	59	1	3
1049	1	7	10	140	12	1	0
1050	1	8	2	3	11	1	3
1051	1	6	6	124	61	1	3
1052	1	0	6	42	48	1	0
1053	1	4	11	116	36	1	6
1054	1	11	3	142	62	1	2
1055	1	4	11	55	7	1	0
1056	1	5	8	14	6	1	7
1057	1	8	2	40	7	1	1
1058	1	1	6	152	8	1	3
1059	1	1	9	145	31	1	0
1060	1	1	3	107	40	1	4
1061	1	10	4	183	40	1	3
1062	1	6	5	33	38	1	7
1063	1	1	1	2	58	1	1
1064	1	8	5	54	33	1	2
1065	1	1	2	62	47	1	4
1066	1	7	10	139	38	1	0
1067	1	8	4	76	13	1	2
1068	1	1	4	27	19	1	4
1069	1	9	10	53	43	1	3
1070	1	10	0	67	62	1	4
1071	1	1	0	162	54	1	4
1072	1	0	2	85	16	1	4
1073	1	11	1	113	54	1	0
1074	1	1	5	176	19	1	0
1075	1	9	2	141	18	1	6
1076	1	0	5	78	46	1	0
1077	1	3	5	174	31	1	1
1078	1	8	2	104	19	1	3
1079	1	2	11	105	3	1	2
1080	1	5	2	105	31	1	4
1081	1	11	7	27	48	1	0
1082	1	3	4	51	58	1	5
1083	1	3	6	57	3	1	3
1084	1	5	5	71	8	1	4
1085	1	10	0	130	51	1	5
1086	1	1	0	66	22	1	4
1087	1	1	11	152	55	1	5
1088	1	5	9	111	14	1	6
1089	1	3	0	65	5	1	6
1090	1	8	6	137	25	1	5
1091	1	1	10	170	42	1	5
1092	1	1	10	184	38	1	4
1093	1	6	8	83	51	1	4
1094	1	2	10	49	53	1	6
1095	1	11	8	44	38	1	6
1096	1	0	6	77	36	1	3
1097	1	9	7	155	41	1	7
1098	1	7	11	172	27	1	7
1099	1	2	8	168	10	1	4
1100	1	10	3	162	42	1	1
1101	1	10	2	79	28	1	3
1102	1	0	9	11	31	1	7
1103	1	1	11	116	53	1	3
1104	1	11	3	98	63	1	6
1105	1	2	6	167	0	1	1
1106	1	3	8	45	59	1	0
1107	1	3	7	31	58	1	2
1108	1	10	9	135	40	1	7
1109	1	11	2	129	54	1	7
1110	1	11	3	121	57	1	4
1111	1	10	4	70	62	1	3
1112	1	7	4	19	36	1	3
1113	1	5	2	81	10	1	2
1114	1	3	1	98	19	1	3
1115	1	6	6	104	42	1	7
1116	1	0	9	52	53	1	6
1117	1	11	0	5	48	1	7
1118	1	5	8	76	49	1	6
1119	1	11	3	188	28	1	7
1120	1	4	6	111	62	1	0
1121	1	5	7	171	51	1	2
1122	1	2	9	159	3	1	6
1123	1	9	10	169	3	1	1
1124	1	6	0	34	59	1	2
1125	1	4	7	97	41	1	3
1126	1	5	6	86	48	1	4
1127	1	4	11	20	60	1	0
1128	1	8	10	13	44	1	3
1129	1	1	3	166	5	1	0
1130	1	3	2	5	19	1	3
1131	1	7	7	171	14	1	3
1132	1	11	9	65	47	1	2
1133	1	9	4	191	14	1	2
1134	1	1	9	148	3	1	4
1135	1	10	1	96	50	1	3
1136	1	9	11	176	31	1	1
1137	1	4	5	175	15	1	0
1138	1	8	8	109	47	1	1
1139	1	10	7	87	1	1	6
1140	1	1	11	110	46	1	7
1141	1	2	9	111	22	1	4
1142	1	8	11	123	59	1	6
1143	1	9	1	68	41	1	3
1144	1	4	9	115	31	1	7
1145	1	9	0	171	48	1	5
1146	1	7	3	83	23	1	7
1147	1	5	9	66	43	1	4
1148	1	11	1	70	1	1	3
1149	1	3	8	184	52	1	7
1150	1	3	7	176	60	1	7
1151	1	0	6	23	37	1	3
1152	1	11	7	62	39	1	5
1153	1	8	11	135	44	1	6
1154	1	8	4	84	45	1	7
1155	1	4	11	64	29	1	1
1156	1	3	3	80	15	1	2
1157	1	3	11	189	61	1	4
1158	1	9	3	194	36	1	1
1159	1	4	4	58	46	1	2
1160	1	0	0	181	16	1	4
1161	1	0	10	141	37	1	2
1162	1	7	7	26	1	1	4
1163	1	7	0	112	43	1	2
1164	1	4	6	122	14	1	1
1165	1	7	2	18	6	1	2
1166	1	9	1	77	10	1	3
1167	1	8	8	195	53	1	3
1168	1	6	9	115	56	1	4
1169	1	6	3	78	7	1	1
1170	1	10	2	54	33	1	1
1171	1	3	0	44	9	1	2
1172	1	6	0	115	60	1	4
1173	1	3	1	73	36	1	7
1174	1	10	6	59	33	1	3
1175	1	1	4	139	28	1	2
1176	1	2	4	18	7	1	2
1177	1	9	1	191	36	1	7
1178	1	7	4	176	38	1	6
1179	1	8	1	138	63	1	7
1180	1	9	9	10	55	1	5
1181	1	4	10	6	11	1	3
1182	1	9	9	150	2	1	4
1183	1	0	8	195	22	1	7
1184	1	10	9	113	35	1	2
1185	1	6	7	162	62	1	1
1186	1	5	10	104	42	1	5
1187	1	1	11	41	42	1	6
1188	1	7	7	73	51	1	0
1189	1	1	1	80	32	1	5
1190	1	6	6	131	0	1	7
1191	1	0	10	48	46	1	7
1192	1	7	4	194	6	1	3
1193	1	8	11	33	36	1	7
1194	1	7	11	31	3	1	3
1195	1	2	1	79	1	1	6
1196	1	3	10	29	59	1	1
1197	1	2	6	127	37	1	4
1198	1	7	8	120	31	1	7
1199	1	2	1	98	24	1	2
1200	1	4	0	106	43	1	4
1201	1	4	2	185	38	1	7
1202	1	7	5	137	61	1	5
1203	1	8	5	195	48	1	7
1204	1	3	3	178	30	1	6
1205	1	6	11	11	40	1	7
1206	1	6	0	98	19	1	7
1207	1	2	7	128	42	1	1
1208	1	1	11	134	58	1	0
1209	1	2	7	104	19	1	1
1210	1	4	5	86	50	1	1
1211	1	10	10	136	48	1	5
1212	1	11	9	194	62	1	0
1213	1	1	11	60	36	1	3
1214	1	1	7	111	12	1	1
1215	1	2	0	177	38	1	0
1216	1	5	5	14	37	1	5
1217	1	6	9	37	31	1	6
1218	1	10	1	46	21	1	2
1219	1	9	9	97	30	1	7
1220	1	2	7	59	59	1	4
1221	1	4	4	170	1	1	7
1222	1	10	7	139	20	1	1
1223	1	5	11	150	38	1	6
1224	1	4	6	116	38	1	3
1225	1	7	9	27	30	1	6
1226	1	5	0	147	37	1	4
1227	1	10	9	101	35	1	0
1228	1	10	4	190	6	1	7
1229	1	3	10	155	45	1	3
1230	1	3	10	158	32	1	2
1231	1	1	7	160	5	1	4
1232	1	0	1	148	46	1	2
1233	1	4	3	83	53	1	2
1234	1	2	2	138	46	1	4
1235	1	4	1	123	37	1	5
1236	1	7	10	19	18	1	3
1237	1	11	1	172	50	1	5
1238	1	6	7	3	33	1	1
1239	1	5	10	172	33	1	6
1240	1	5	0	27	29	1	7
1241	1	9	10	143	41	1	3
1242	1	1	10	162	59	1	4
1243	1	6	0	29	17	1	0
1244	1	4	3	126	14	1	1
1245	1	8	5	34	49	1	7
1246	1	10	6	190	53	1	2
1247	1	10	4	25	62	1	6
1248	1	0	7	176	47	1	3
1249	1	7	10	60	46	1	1
1250	1	5	6	139	45	1	0
1251	1	4	1	48	15	1	7
1252	1	10	5	54	2	1	0
1253	1	3	8	32	26	1	1
1254	1	3	5	150	27	1	3
1255	1	2	2	152	0	1	4
1256	1	2	1	138	32	1	2
1257	1	10	5	6	16	1	0
1258	1	3	2	150	41	1	0
1259	1	4	8	13	16	1	6
1260	1	1	7	190	8	1	7
1261	1	5	8	131	13	1	7
1262	1	3	7	157	5	1	4
1263	1	10	6	7	7	1	7
1264	1	6	11	175	13	1	7
1265	1	7	9	18	10	1	5
1266	1	2	9	16	16	1	4
1267	1	10	9	149	41	1	6
1268	1	8	1	75	58	1	6
1269	1	11	7	29	27	1	6
1270	1	3	6	105	43	1	7
1271	1	6	6	186	12	1	5
1272	1	5	2	170	32	1	5
1273	1	10	1	121	8	1	1
1274	1	1	2	110	12	1	5
1275	1	8	6	15	42	1	1
1276	1	5	4	170	54	1	0
1277	1	9	9	79	45	1	1
1278	1	8	3	54	19	1	7
1279	1	1	4	89	47	1	1
1280	1	9	9	57	54	1	0
1281	1	10	2	177	34	1	0
1282	1	4	5	179	39	1	5
1283	1	0	1	46	18	1	6
1284	1	2	11	189	3	1	1
1285	1	8	7	55	48	1	6
1286	1	5	11	40	47	1	4
1287	1	5	2	145	10	1	0
1288	1	2	4	193	6	1	1
1289	1	7	9	169	54	1	7
1290	1	7	8	106	34	1	3
1291	1	1	4	88	55	1	1
1292	1	10	0	173	62	1	4
1293	1	3	3	101	7	1	0
1294	1	4	4	54	17	1	4
1295	1	5	11	30	0	1	7
1296	1	6	8	44	16	1	6
1297	1	11	6	58	45	1	1
1298	1	11	7	10	55	1	0
1299	1	1	11	80	54	1	6
1300	1	10	6	106	37	1	1
1301	1	0	11	83	21	1	7
1302	1	5	3	22	55	1	1
1303	1	6	6	150	51	1	1
1304	1	4	5	190	43	1	3
1305	1	2	5	19	14	1	3
1306	1	5	1	186	18	1	3
1307	1	2	9	65	25	1	2
1308	1	2	10	194	9	1	2
1309	1	7	10	118	57	1	5
1310	1	5	7	38	56	1	1
1311	1	7	9	161	38	1	4
1312	1	0	7	90	9	1	4
1313	1	7	4	9	7	1	5
1314	1	1	7	165	11	1	6
1315	1	9	9	141	5	1	7
1316	1	10	8	48	41	1	7
1317	1	2	5	15	57	1	1
1318	1	11	3	21	22	1	0
1319	1	11	5	112	56	1	2
1320	1	5	5	72	49	1	6
1321	1	10	1	153	6	1	5
1322	1	5	4	24	49	1	4
1323	1	11	1	168	19	1	5
1324	1	9	4	169	18	1	5
1325	1	10	9	178	50	1	2
1326	1	11	10	21	39	1	6
1327	1	5	8	32	11	1	6
1328	1	5	2	4	46	1	4
1329	1	3	3	87	62	1	3
1330	1	2	1	39	9	1	4
1331	1	8	9	138	4	1	5
1332	1	2	2	152	48	1	2
1333	1	2	0	177	21	1	7
1334	1	6	9	93	30	1	7
1335	1	4	8	192	57	1	3
1336	1	3	5	79	60	1	3
1337	1	10	4	146	56	1	7
1338	1	6	3	128	53	1	2
1339	1	9	10	35	32	1	0
1340	1	7	4	95	13	1	1
1341	1	1	7	195	20	1	4
1342	1	8	3	37	55	1	1
1343	1	7	0	89	3	1	6
1344	1	6	6	128	47	1	3
1345	1	1	5	95	28	1	0
1346	1	1	2	182	42	1	2
1347	1	0	11	73	60	1	2
1348	1	7	0	114	0	1	1
1349	1	4	1	55	19	1	6
1350	1	4	0	60	38	1	1
1351	1	3	1	107	58	1	1
1352	1	7	11	152	2	1	3
1353	1	2	9	74	54	1	0
1354	1	5	10	61	53	1	2
1355	1	10	8	21	46	1	1
1356	1	8	7	129	2	1	6
1357	1	0	4	162	49	1	5
1358	1	11	5	4	45	1	1
1359	1	3	2	187	13	1	5
1360	1	0	10	90	43	1	2
1361	1	7	2	178	61	1	2
1362	1	1	4	183	58	1	0
1363	1	3	5	11	25	1	0
1364	1	4	4	131	50	1	7
1365	1	0	5	192	24	1	4
1366	1	0	1	167	42	1	4
1367	1	5	6	111	51	1	7
1368	1	5	5	47	63	1	7
1369	1	8	1	68	10	1	6
1370	1	6	5	154	23	1	4
1371	1	1	4	20	41	1	4
1372	1	7	11	154	54	1	2
1373	1	7	11	89	57	1	0
1374	1	5	10	157	55	1	4
1375	1	0	8	19	51	1	5
1376	1	11	2	173	20	1	0
1377	1	9	2	173	56	1	0
1378	1	1	6	60	46	1	5
1379	1	9	5	8	19	1	7
1380	1	5	8	113	9	1	2
1381	1	5	3	101	40	1	4
1382	1	1	8	6	23	1	7
1383	1	6	4	143	15	1	4
1384	1	11	11	114	27	1	4
1385	1	7	1	51	15	1	2
1386	1	7	10	44	56	1	1
1387	1	5	8	170	44	1	1
1388	1	8	11	74	38	1	2
1389	1	11	8	179	22	1	5
1390	1	3	3	31	25	1	2
1391	1	7	7	6	46	1	5
1392	1	8	4	33	11	1	1
1393	1	6	6	183	61	1	6
1394	1	9	10	18	16	1	5
1395	1	1	2	115	59	1	5
1396	1	8	6	163	23	1	2
1397	1	8	4	14	15	1	2
1398	1	2	5	41	41	1	3
1399	1	8	3	72	10	1	4
1400	1	10	10	141	35	1	2
1401	1	4	9	157	11	1	2
1402	1	9	9	39	21	1	5
1403	1	0	10	7	10	1	0
1404	1	9	9	67	26	1	6
1405	1	10	10	7	63	1	4
1406	1	4	4	123	31	1	6
1407	1	7	7	18	7	1	2
1408	1	6	5	123	59	1	3
1409	1	9	11	36	40	1	5
1410	1	5	8	102	16	1	5
1411	1	8	7	27	40	1	3
1412	1	1	2	68	57	1	3
1413	1	1	9	12	37	1	6
1414	1	6	9	63	20	1	5
1415	1	11	7	80	24	1	2
1416	1	8	7	119	63	1	4
1417	1	0	3	23	50	1	7
1418	1	3	0	149	45	1	0
1419	1	4	8	126	60	1	4
1420	1	0	4	27	55	1	2
1421	1	11	0	93	51	1	5
1422	1	6	8	13	24	1	5
1423	1	4	8	18	49	1	7
1424	1	4	1	159	15	1	2
1425	1	6	2	95	43	1	5
1426	1	3	0	154	51	1	0
1427	1	0	8	35	42	1	7
1428	1	7	9	38	17	1	5
1429	1	5	9	41	50	1	4
1430	1	5	7	129	62	1	4
1431	1	0	6	94	42	1	1
1432	1	9	4	78	3	1	7
1433	1	10	9	148	29	1	0
1434	1	7	10	43	48	1	2
1435	1	3	0	8	14	1	3
1436	1	7	6	80	53	1	2
1437	1	11	11	52	52	1	7
1438	1	11	8	15	17	1	3
1439	1	5	5	169	61	1	6
1440	1	2	10	117	43	1	5
1441	1	11	3	174	33	1	7
1442	1	3	4	71	38	1	3
1443	1	4	5	180	26	1	7
1444	1	7	1	89	35	1	4
1445	1	9	5	173	48	1	6
1446	1	2	11	74	5	1	4
1447	1	1	11	88	56	1	4
1448	1	7	8	54	25	1	4
1449	1	11	9	69	17	1	1
1450	1	11	0	150	30	1	3
1451	1	10	0	135	28	1	3
1452	1	1	1	105	42	1	7
1453	1	10	6	35	0	1	2
1454	1	10	4	121	61	1	3
1455	1	5	10	73	7	1	1
1456	1	9	6	59	4	1	2
1457	1	2	2	9	50	1	7
1458	1	11	4	74	4	1	0
1459	1	9	4	154	13	1	5
1460	1	7	8	164	63	1	2
1461	1	7	5	69	24	1	1
1462	1	2	11	187	58	1	4
1463	1	2	9	3	43	1	4
1464	1	10	9	193	24	1	2
1465	1	10	1	103	54	1	5
1466	1	6	2	171	12	1	2
1467	1	7	4	82	31	1	0
1468	1	6	5	60	57	1	4
1469	1	4	10	149	1	1	4
1470	1	5	10	177	30	1	0
1471	1	1	6	119	39	1	2
1472	1	10	10	128	39	1	1
1473	1	4	2	94	28	1	3
1474	1	7	6	39	58	1	5
1475	1	11	3	140	60	1	3
1476	1	10	8	193	10	1	7
1477	1	11	0	92	9	1	1
1478	1	8	2	129	25	1	2
1479	1	5	10	133	56	1	1
1480	1	3	8	183	62	1	1
1481	1	7	8	14	58	1	2
1482	1	6	10	116	7	1	7
1483	1	4	4	185	2	1	6
1484	1	0	0	190	27	1	1
1485	1	6	1	88	8	1	0
1486	1	7	2	8	36	1	6
1487	1	2	6	196	53	1	5
1488	1	7	10	96	48	1	1
1489	1	10	1	138	17	1	5
1490	1	2	11	137	50	1	2
1491	1	3	7	0	2	1	4
1492	1	10	3	184	54	1	6
1493	1	3	4	117	44	1	2
1494	1	3	10	185	14	1	0
1495	1	6	3	157	2	1	3
1496	1	1	9	25	4	1	7
1497	1	10	11	180	6	1	3
1498	1	0	8	102	56	1	3
1499	1	3	8	193	7	1	2
1500	1	4	3	59	40	1	5
1501	1	4	4	36	28	1	6
1502	1	4	8	15	22	1	6
1503	1	7	8	12	44	1	6
1504	1	5	2	178	53	1	6
1505	1	4	3	96	23	1	7
1506	1	3	0	76	18	1	7
1507	1	8	6	105	53	1	2
1508	1	3	10	65	26	1	5
1509	1	1	8	115	47	1	1
1510	1	11	6	48	6	1	4
1511	1	10	3	154	5	1	1
1512	1	9	3	185	27	1	7
1513	1	5	3	77	1	1	3
1514	1	11	11	30	61	1	3
1515	1	9	3	180	26	1	6
1516	1	8	7	82	36	1	6
1517	1	8	4	166	45	1	4
1518	1	5	1	131	63	1	7
1519	1	11	5	120	40	1	3
1520	1	5	11	105	5	1	3
1521	1	2	4	4	33	1	6
1522	1	2	6	50	42	1	3
1523	1	9	4	62	63	1	5
1524	1	7	2	185	62	1	7
1525	1	11	11	90	21	1	2
1526	1	8	8	125	23	1	0
1527	1	0	6	19	6	1	0
1528	1	2	11	161	29	1	1
1529	1	2	5	2	27	1	7
1530	1	0	0	158	61	1	7
1531	1	0	0	136	52	1	0
1532	1	8	0	184	35	1	4
1533	1	8	1	178	55	1	2
1534	1	1	3	134	19	1	3
1535	1	9	4	134	32	1	5
1536	1	6	7	20	47	1	6
1537	1	9	10	62	28	1	4
1538	1	1	6	167	4	1	1
1539	1	6	10	96	60	1	0
1540	1	0	7	179	21	1	1
1541	1	6	8	165	42	1	1
1542	1	0	4	58	27	1	7
1543	1	0	2	19	35	1	0
1544	1	5	11	4	26	1	2
1545	1	6	9	19	38	1	2
1546	1	3	6	145	49	1	5
1547	1	11	0	35	10	1	5
1548	1	1	5	111	29	1	1
1549	1	9	0	196	50	1	5
1550	1	10	3	69	57	1	7
1551	1	5	2	141	48	1	6
1552	1	10	9	149	48	1	1
1553	1	4	4	63	9	1	1
1554	1	2	5	97	19	1	6
1555	1	5	4	27	11	1	0
1556	1	7	2	92	34	1	1
1557	1	1	8	47	55	1	7
1558	1	8	0	131	52	1	1
1559	1	1	6	90	11	1	5
1560	1	0	1	74	52	1	6
1561	1	11	10	143	31	1	2
1562	1	6	4	43	17	1	4
1563	1	4	2	126	18	1	1
1564	1	6	7	70	53	1	4
1565	1	1	11	92	32	1	3
1566	1	10	1	126	25	1	7
1567	1	2	5	77	0	1	6
1568	1	9	5	97	42	1	7
1569	1	6	5	166	17	1	4
1570	1	9	5	177	25	1	7
1571	1	2	11	101	40	1	4
1572	1	11	5	162	62	1	3
1573	1	6	1	71	50	1	5
1574	1	9	11	51	23	1	0
1575	1	7	4	181	26	1	7
1576	1	11	2	17	52	1	7
1577	1	10	10	77	30	1	4
1578	1	2	1	183	54	1	6
1579	1	7	8	153	61	1	6
1580	1	8	5	177	53	1	0
1581	1	11	3	137	10	1	1
1582	1	10	10	170	45	1	2
1583	1	9	6	11	51	1	5
1584	1	1	3	2	12	1	4
1585	1	8	5	191	28	1	7
1586	1	6	0	118	19	1	5
1587	1	7	1	26	37	1	6
1588	1	1	4	186	18	1	5
1589	1	5	5	116	26	1	7
1590	1	7	5	24	56	1	7
1591	1	1	0	76	5	1	1
1592	1	5	11	165	13	1	2
1593	1	3	5	132	22	1	2
1594	1	8	6	109	59	1	3
1595	1	10	6	47	23	1	6
1596	1	0	9	188	25	1	7
1597	1	6	3	99	0	1	3
1598	1	4	8	192	8	1	1
1599	1	2	7	93	41	1	3
1600	1	1	9	67	62	1	5
1601	1	6	5	156	50	1	1
1602	1	5	9	117	22	1	4
1603	1	9	1	21	17	1	5
1604	1	3	5	78	14	1	2
1605	1	11	9	36	49	1	6
1606	1	2	2	147	49	1	6
1607	1	7	7	162	22	1	2
1608	1	4	7	35	23	1	5
1609	1	9	7	13	45	1	0
1610	1	2	6	49	49	1	7
1611	1	10	7	125	53	1	7
1612	1	2	4	21	3	1	3
1613	1	0	2	70	28	1	4
1614	1	7	9	144	63	1	1
1615	1	1	11	68	46	1	0
1616	1	7	1	139	27	1	6
1617	1	11	0	167	31	1	4
1618	1	7	7	67	44	1	1
1619	1	1	11	60	26	1	5
1620	1	9	9	161	54	1	2
1621	1	2	9	52	26	1	0
1622	1	5	5	136	35	1	2
1623	1	11	8	74	37	1	4
1624	1	10	0	24	17	1	6
1625	1	4	3	167	16	1	2
1626	1	2	10	182	41	1	3
1627	1	6	10	125	18	1	4
1628	1	6	10	96	57	1	1
1629	1	1	7	103	35	1	5
1630	1	7	11	83	0	1	1
1631	1	7	8	162	45	1	1
1632	1	6	7	55	54	1	3
1633	1	4	8	82	36	1	5
1634	1	9	10	33	62	1	5
1635	1	0	0	11	12	1	7
1636	1	1	0	40	56	1	7
1637	1	6	2	51	16	1	4
1638	1	4	1	23	46	1	4
1639	1	5	6	170	21	1	0
1640	1	10	10	78	29	1	6
1641	1	1	3	180	12	1	0
1642	1	7	8	19	16	1	3
1643	1	10	11	113	1	1	0
1644	1	5	7	30	54	1	2
1645	1	1	11	58	49	1	1
1646	1	1	4	26	40	1	5
1647	1	2	1	97	17	1	2
1648	1	8	7	144	1	1	2
1649	1	5	6	184	27	1	2
1650	1	9	1	175	56	1	3
1651	1	1	5	35	15	1	6
1652	1	6	4	80	17	1	3
1653	1	10	11	21	31	1	4
1654	1	0	8	168	38	1	3
1655	1	9	4	130	24	1	6
1656	1	10	6	13	30	1	7
1657	1	1	8	61	63	1	1
1658	1	0	6	92	40	1	2
1659	1	9	7	107	46	1	2
1660	1	1	4	4	8	1	0
1661	1	3	8	10	7	1	6
1662	1	4	11	160	53	1	6
1663	1	6	1	21	19	1	4
1664	1	4	8	20	26	1	2
1665	1	5	11	100	8	1	4
1666	1	6	3	186	30	1	0
1667	1	1	9	111	14	1	7
1668	1	9	1	14	39	1	2
1669	1	0	2	181	17	1	0
1670	1	7	5	88	33	1	2
1671	1	2	0	191	34	1	1
1672	1	5	4	109	34	1	1
1673	1	11	7	147	9	1	7
1674	1	8	9	92	7	1	7
1675	1	2	1	94	20	1	4
1676	1	9	11	172	14	1	3
1677	1	8	3	0	5	1	0
1678	1	0	2	120	46	1	6
1679	1	2	5	9	53	1	3
1680	1	3	1	106	40	1	4
1681	1	9	2	95	15	1	0
1682	1	3	1	132	5	1	6
1683	1	7	1	72	39	1	5
1684	1	8	3	116	1	1	5
1685	1	4	7	144	38	1	3
1686	1	5	11	151	63	1	3
1687	1	8	0	194	31	1	2
1688	1	6	10	6	29	1	5
1689	1	11	10	2	42	1	0
1690	1	6	3	188	39	1	1
1691	1	8	0	60	53	1	7
1692	1	2	0	182	35	1	1
1693	1	3	7	133	52	1	5
1694	1	11	10	21	12	1	2
1695	1	6	10	19	7	1	6
1696	1	2	5	60	37	1	4
1697	1	6	7	179	41	1	5
1698	1	4	2	59	9	1	3
1699	1	9	2	27	19	1	1
1700	1	7	1	119	40	1	6
