tag	layer	target	N	C	H	W	bit
37286	18	1	0	234	10	0	0
37287	18	1	0	433	6	6	1
37288	18	1	0	364	7	1	1
37289	18	1	0	311	2	1	2
37290	18	1	0	319	10	9	5
37291	18	1	0	305	8	4	7
37292	18	1	0	50	12	11	1
37293	18	1	0	220	7	3	6
37294	18	1	0	423	7	6	6
37295	18	1	0	160	6	5	4
37296	18	1	0	78	10	7	1
37297	18	1	0	425	1	1	6
37298	18	1	0	381	11	5	2
37299	18	1	0	300	8	8	5
37300	18	1	0	210	5	13	6
37301	18	1	0	147	9	4	5
37302	18	1	0	295	8	3	2
37303	18	1	0	114	13	1	5
37304	18	1	0	58	12	4	3
37305	18	1	0	432	8	12	0
37306	18	1	0	14	2	4	4
37307	18	1	0	179	0	2	2
37308	18	1	0	35	2	11	0
37309	18	1	0	382	8	3	6
37310	18	1	0	232	5	2	5
37311	18	1	0	369	5	12	1
37312	18	1	0	79	2	12	0
37313	18	1	0	139	7	10	6
37314	18	1	0	310	7	6	4
37315	18	1	0	386	8	1	5
37316	18	1	0	56	4	10	7
37317	18	1	0	23	3	6	0
37318	18	1	0	104	4	3	2
37319	18	1	0	148	5	1	0
37320	18	1	0	382	6	2	2
37321	18	1	0	272	11	3	5
37322	18	1	0	203	13	11	0
37323	18	1	0	9	7	1	5
37324	18	1	0	293	6	11	6
37325	18	1	0	58	6	0	5
37326	18	1	0	410	9	7	5
37327	18	1	0	223	13	1	3
37328	18	1	0	301	6	8	1
37329	18	1	0	445	4	11	5
37330	18	1	0	170	12	2	1
37331	18	1	0	271	8	3	5
37332	18	1	0	372	13	10	2
37333	18	1	0	52	2	4	3
37334	18	1	0	308	2	12	1
37335	18	1	0	395	10	7	7
37336	18	1	0	348	9	10	5
37337	18	1	0	77	7	1	7
37338	18	1	0	323	4	12	4
37339	18	1	0	180	8	1	4
37340	18	1	0	231	0	0	5
37341	18	1	0	39	10	13	1
37342	18	1	0	236	9	8	0
37343	18	1	0	465	12	9	3
37344	18	1	0	309	7	8	2
37345	18	1	0	230	1	12	5
37346	18	1	0	258	10	2	0
37347	18	1	0	362	7	7	2
37348	18	1	0	190	4	6	6
37349	18	1	0	347	9	0	5
37350	18	1	0	168	1	8	6
37351	18	1	0	129	11	13	2
37352	18	1	0	41	9	10	2
37353	18	1	0	158	10	11	6
37354	18	1	0	304	11	1	4
37355	18	1	0	329	12	5	2
37356	18	1	0	330	10	6	5
37357	18	1	0	185	4	2	3
37358	18	1	0	392	7	3	3
37359	18	1	0	79	1	4	1
37360	18	1	0	338	5	12	2
37361	18	1	0	78	2	2	2
37362	18	1	0	22	6	5	3
37363	18	1	0	312	4	12	7
37364	18	1	0	273	3	4	7
37365	18	1	0	188	10	9	7
37366	18	1	0	393	4	12	6
37367	18	1	0	82	13	3	2
37368	18	1	0	26	10	7	5
37369	18	1	0	364	13	8	1
37370	18	1	0	42	12	2	4
37371	18	1	0	463	8	2	6
37372	18	1	0	466	3	13	7
37373	18	1	0	476	0	6	0
37374	18	1	0	257	5	3	6
37375	18	1	0	191	3	0	5
37376	18	1	0	429	11	10	5
37377	18	1	0	70	0	4	7
37378	18	1	0	388	11	7	7
37379	18	1	0	463	1	0	4
37380	18	1	0	427	2	8	6
37381	18	1	0	397	4	3	4
37382	18	1	0	24	3	6	7
37383	18	1	0	56	13	7	0
37384	18	1	0	367	2	4	6
37385	18	1	0	314	5	3	6
37386	18	1	0	340	10	1	5
37387	18	1	0	269	8	8	0
37388	18	1	0	447	7	0	6
37389	18	1	0	129	11	0	5
37390	18	1	0	176	3	11	1
37391	18	1	0	68	0	5	5
37392	18	1	0	425	12	10	7
37393	18	1	0	323	2	12	2
37394	18	1	0	366	12	7	0
37395	18	1	0	103	0	12	3
37396	18	1	0	161	4	8	6
37397	18	1	0	129	0	12	3
37398	18	1	0	182	13	12	0
37399	18	1	0	139	1	12	5
37400	18	1	0	455	6	11	7
37401	18	1	0	173	2	7	7
37402	18	1	0	473	12	8	4
37403	18	1	0	372	6	1	6
37404	18	1	0	279	4	5	1
37405	18	1	0	167	10	4	4
37406	18	1	0	308	11	6	2
37407	18	1	0	179	7	0	5
37408	18	1	0	140	10	12	0
37409	18	1	0	343	10	6	5
37410	18	1	0	15	2	13	7
37411	18	1	0	64	1	3	5
37412	18	1	0	196	9	0	2
37413	18	1	0	189	5	7	1
37414	18	1	0	271	5	6	5
37415	18	1	0	127	1	0	2
37416	18	1	0	265	6	8	1
37417	18	1	0	396	4	11	7
37418	18	1	0	313	4	11	7
37419	18	1	0	62	2	13	1
37420	18	1	0	88	11	7	1
37421	18	1	0	341	5	11	1
37422	18	1	0	456	4	13	2
37423	18	1	0	406	5	8	3
37424	18	1	0	102	12	2	3
37425	18	1	0	13	5	8	5
37426	18	1	0	411	8	2	1
37427	18	1	0	158	6	11	7
37428	18	1	0	393	6	13	1
37429	18	1	0	162	10	1	7
37430	18	1	0	348	8	5	2
37431	18	1	0	393	2	6	0
37432	18	1	0	265	2	4	2
37433	18	1	0	165	11	3	5
37434	18	1	0	433	1	4	3
37435	18	1	0	64	10	4	1
37436	18	1	0	303	9	2	2
37437	18	1	0	431	9	0	0
37438	18	1	0	23	10	12	4
37439	18	1	0	392	9	6	0
37440	18	1	0	455	10	8	4
37441	18	1	0	247	3	12	6
37442	18	1	0	232	1	11	0
37443	18	1	0	225	6	7	7
37444	18	1	0	174	9	2	5
37445	18	1	0	375	13	5	6
37446	18	1	0	389	5	8	1
37447	18	1	0	123	7	1	4
37448	18	1	0	126	2	1	0
37449	18	1	0	196	13	9	6
37450	18	1	0	443	2	13	5
37451	18	1	0	97	12	2	7
37452	18	1	0	255	4	7	0
37453	18	1	0	201	8	7	3
37454	18	1	0	298	5	0	0
37455	18	1	0	253	9	13	7
37456	18	1	0	274	0	13	1
37457	18	1	0	68	4	11	5
37458	18	1	0	187	0	6	0
37459	18	1	0	185	8	4	1
37460	18	1	0	258	7	12	4
37461	18	1	0	65	1	6	5
37462	18	1	0	285	5	12	2
37463	18	1	0	308	8	6	0
37464	18	1	0	19	2	11	5
37465	18	1	0	265	7	2	2
37466	18	1	0	476	9	5	2
37467	18	1	0	315	11	13	4
37468	18	1	0	259	13	8	7
37469	18	1	0	243	13	0	5
37470	18	1	0	344	1	6	4
37471	18	1	0	305	7	4	3
37472	18	1	0	298	7	2	6
37473	18	1	0	420	10	3	0
37474	18	1	0	97	0	7	5
37475	18	1	0	77	6	11	3
37476	18	1	0	256	12	9	7
37477	18	1	0	361	2	8	3
37478	18	1	0	339	7	8	6
37479	18	1	0	88	7	8	5
37480	18	1	0	346	12	13	4
37481	18	1	0	98	3	4	4
37482	18	1	0	152	12	4	3
37483	18	1	0	162	7	5	4
37484	18	1	0	62	9	10	6
37485	18	1	0	419	5	12	2
37486	18	1	0	21	4	11	1
37487	18	1	0	473	7	10	4
37488	18	1	0	109	3	13	4
37489	18	1	0	70	1	9	3
37490	18	1	0	25	10	8	3
37491	18	1	0	26	1	6	5
37492	18	1	0	51	10	12	2
37493	18	1	0	281	2	6	7
37494	18	1	0	333	3	12	4
37495	18	1	0	146	10	0	1
37496	18	1	0	273	11	11	0
37497	18	1	0	213	13	2	0
37498	18	1	0	403	7	2	4
37499	18	1	0	4	4	9	1
37500	18	1	0	145	7	10	7
37501	18	1	0	435	8	7	4
37502	18	1	0	414	1	5	2
37503	18	1	0	331	4	11	2
37504	18	1	0	377	5	12	4
37505	18	1	0	89	9	13	6
37506	18	1	0	263	5	1	6
37507	18	1	0	94	2	7	5
37508	18	1	0	3	4	6	3
37509	18	1	0	385	4	5	4
37510	18	1	0	133	10	5	3
37511	18	1	0	341	1	7	4
37512	18	1	0	207	10	8	4
37513	18	1	0	327	4	5	3
37514	18	1	0	68	7	2	7
37515	18	1	0	212	11	8	7
37516	18	1	0	390	3	10	1
37517	18	1	0	270	11	5	1
37518	18	1	0	31	13	8	3
37519	18	1	0	84	5	13	7
37520	18	1	0	348	3	11	7
37521	18	1	0	460	8	7	0
37522	18	1	0	67	8	6	7
37523	18	1	0	286	7	10	4
37524	18	1	0	202	4	13	0
37525	18	1	0	296	1	0	6
37526	18	1	0	358	1	8	0
37527	18	1	0	478	7	0	4
37528	18	1	0	92	12	2	6
37529	18	1	0	456	6	7	6
37530	18	1	0	41	10	10	2
37531	18	1	0	60	2	8	6
37532	18	1	0	372	3	13	0
37533	18	1	0	152	7	10	6
37534	18	1	0	421	3	3	7
37535	18	1	0	79	4	3	1
37536	18	1	0	414	10	6	0
37537	18	1	0	105	1	1	0
37538	18	1	0	306	10	11	0
37539	18	1	0	379	0	6	7
37540	18	1	0	276	3	12	0
37541	18	1	0	257	4	3	5
37542	18	1	0	121	4	2	3
37543	18	1	0	153	4	0	2
37544	18	1	0	284	7	0	5
37545	18	1	0	402	8	5	6
37546	18	1	0	76	4	6	2
37547	18	1	0	123	13	3	4
37548	18	1	0	412	7	0	6
37549	18	1	0	285	8	2	6
37550	18	1	0	130	3	5	1
37551	18	1	0	433	5	1	3
37552	18	1	0	137	6	10	0
37553	18	1	0	96	12	12	3
37554	18	1	0	106	13	5	4
37555	18	1	0	108	3	11	1
37556	18	1	0	468	3	11	3
37557	18	1	0	468	3	8	5
37558	18	1	0	194	7	8	5
37559	18	1	0	133	5	8	7
37560	18	1	0	50	12	11	7
37561	18	1	0	468	3	5	5
37562	18	1	0	23	9	13	3
37563	18	1	0	8	4	8	6
37564	18	1	0	78	3	5	3
37565	18	1	0	291	13	3	7
37566	18	1	0	131	12	13	7
37567	18	1	0	235	2	11	5
37568	18	1	0	71	11	8	7
37569	18	1	0	469	8	10	0
37570	18	1	0	429	13	1	0
37571	18	1	0	211	2	13	3
37572	18	1	0	362	2	0	3
37573	18	1	0	191	0	9	7
37574	18	1	0	8	0	8	6
37575	18	1	0	8	8	11	4
37576	18	1	0	8	8	13	6
37577	18	1	0	54	1	8	2
37578	18	1	0	98	9	8	4
37579	18	1	0	136	12	6	1
37580	18	1	0	207	7	9	3
37581	18	1	0	153	10	13	1
37582	18	1	0	47	6	6	6
37583	18	1	0	28	10	0	2
37584	18	1	0	255	13	6	5
37585	18	1	0	458	8	0	3
37586	18	1	0	461	13	11	7
37587	18	1	0	23	1	10	4
37588	18	1	0	91	13	5	0
37589	18	1	0	300	2	12	6
37590	18	1	0	153	2	9	3
37591	18	1	0	346	8	5	6
37592	18	1	0	404	11	11	1
37593	18	1	0	27	1	6	3
37594	18	1	0	174	9	12	6
37595	18	1	0	15	10	4	7
37596	18	1	0	116	5	8	6
37597	18	1	0	95	10	9	6
37598	18	1	0	395	9	4	3
37599	18	1	0	42	4	2	6
37600	18	1	0	378	6	5	5
37601	18	1	0	46	0	4	7
37602	18	1	0	389	4	1	2
37603	18	1	0	95	6	7	6
37604	18	1	0	13	1	5	1
37605	18	1	0	442	6	0	4
37606	18	1	0	198	12	1	3
37607	18	1	0	350	6	2	2
37608	18	1	0	154	4	7	2
37609	18	1	0	85	6	4	6
37610	18	1	0	247	12	1	5
37611	18	1	0	126	11	10	7
37612	18	1	0	234	1	2	4
37613	18	1	0	202	5	13	6
37614	18	1	0	225	5	6	2
37615	18	1	0	164	9	11	3
37616	18	1	0	160	2	6	5
37617	18	1	0	376	11	10	7
37618	18	1	0	166	6	4	6
37619	18	1	0	58	9	3	2
37620	18	1	0	372	7	11	3
37621	18	1	0	408	4	13	1
37622	18	1	0	344	7	2	4
37623	18	1	0	129	10	2	6
37624	18	1	0	37	7	9	7
37625	18	1	0	273	8	13	6
37626	18	1	0	404	5	11	1
37627	18	1	0	393	3	10	5
37628	18	1	0	331	9	0	6
37629	18	1	0	407	6	1	0
37630	18	1	0	132	3	8	3
37631	18	1	0	191	6	7	2
37632	18	1	0	12	7	1	4
37633	18	1	0	471	1	1	2
37634	18	1	0	159	5	7	3
37635	18	1	0	178	7	1	7
37636	18	1	0	163	1	4	0
37637	18	1	0	11	13	5	1
37638	18	1	0	476	11	3	2
37639	18	1	0	169	8	6	7
37640	18	1	0	408	6	10	2
37641	18	1	0	327	10	6	6
37642	18	1	0	377	9	3	7
37643	18	1	0	199	0	11	3
37644	18	1	0	142	12	11	1
37645	18	1	0	409	13	8	2
37646	18	1	0	166	3	7	1
37647	18	1	0	343	13	7	5
37648	18	1	0	312	6	9	1
37649	18	1	0	180	13	7	2
37650	18	1	0	470	9	9	1
37651	18	1	0	160	1	3	4
37652	18	1	0	93	5	11	2
37653	18	1	0	214	9	2	6
37654	18	1	0	95	7	10	2
37655	18	1	0	250	4	2	2
37656	18	1	0	431	7	9	0
37657	18	1	0	4	7	2	3
37658	18	1	0	287	8	10	7
37659	18	1	0	350	7	6	7
37660	18	1	0	85	1	9	0
37661	18	1	0	149	0	4	3
37662	18	1	0	86	12	7	7
37663	18	1	0	293	1	4	5
37664	18	1	0	389	11	7	3
37665	18	1	0	52	11	13	3
37666	18	1	0	447	0	7	4
37667	18	1	0	441	13	1	7
37668	18	1	0	397	12	3	3
37669	18	1	0	440	11	9	6
37670	18	1	0	315	2	12	3
37671	18	1	0	412	0	9	5
37672	18	1	0	305	8	2	5
37673	18	1	0	148	9	4	1
37674	18	1	0	384	12	6	0
37675	18	1	0	443	10	2	2
37676	18	1	0	74	11	5	3
37677	18	1	0	250	2	9	4
37678	18	1	0	192	7	1	1
37679	18	1	0	263	11	4	5
37680	18	1	0	249	5	9	0
37681	18	1	0	374	7	10	5
37682	18	1	0	407	8	6	3
37683	18	1	0	422	3	7	4
37684	18	1	0	424	4	5	2
37685	18	1	0	403	5	10	0
37686	18	1	0	50	10	12	7
37687	18	1	0	63	13	2	7
37688	18	1	0	0	6	3	2
37689	18	1	0	81	13	4	1
37690	18	1	0	128	1	5	2
37691	18	1	0	202	10	4	3
37692	18	1	0	335	1	11	1
37693	18	1	0	109	7	1	2
37694	18	1	0	265	10	7	0
37695	18	1	0	356	5	13	1
37696	18	1	0	355	2	7	1
37697	18	1	0	196	1	11	1
37698	18	1	0	160	5	4	2
37699	18	1	0	396	13	12	2
37700	18	1	0	35	8	9	0
37701	18	1	0	225	5	11	3
37702	18	1	0	470	6	9	7
37703	18	1	0	44	1	2	1
37704	18	1	0	179	6	5	2
37705	18	1	0	141	10	1	3
37706	18	1	0	398	11	0	4
37707	18	1	0	265	9	8	3
37708	18	1	0	151	10	0	3
37709	18	1	0	197	1	3	7
37710	18	1	0	270	0	5	5
37711	18	1	0	198	13	13	6
37712	18	1	0	279	10	2	7
37713	18	1	0	8	9	1	0
37714	18	1	0	110	0	0	6
37715	18	1	0	321	11	8	6
37716	18	1	0	359	6	1	2
37717	18	1	0	42	4	1	3
37718	18	1	0	274	5	6	1
37719	18	1	0	357	6	11	3
37720	18	1	0	125	1	6	1
37721	18	1	0	313	9	0	4
37722	18	1	0	61	0	11	2
37723	18	1	0	83	7	5	4
37724	18	1	0	190	2	11	4
37725	18	1	0	394	0	5	6
37726	18	1	0	268	1	4	1
37727	18	1	0	233	8	5	0
37728	18	1	0	439	9	2	5
37729	18	1	0	130	12	1	1
37730	18	1	0	379	8	0	0
37731	18	1	0	125	0	7	5
37732	18	1	0	471	2	2	0
37733	18	1	0	114	5	3	6
37734	18	1	0	138	13	1	5
37735	18	1	0	257	10	0	2
37736	18	1	0	411	8	0	6
37737	18	1	0	449	7	13	4
37738	18	1	0	167	1	8	7
37739	18	1	0	188	3	4	4
37740	18	1	0	237	5	9	7
37741	18	1	0	375	8	12	3
37742	18	1	0	3	6	0	3
37743	18	1	0	325	13	11	0
37744	18	1	0	0	12	10	6
37745	18	1	0	53	3	8	3
37746	18	1	0	251	0	2	4
37747	18	1	0	22	3	13	6
37748	18	1	0	234	11	1	1
37749	18	1	0	326	13	6	1
37750	18	1	0	222	10	2	3
37751	18	1	0	133	13	5	6
37752	18	1	0	162	7	4	3
37753	18	1	0	103	2	12	1
37754	18	1	0	54	2	7	7
37755	18	1	0	208	1	8	5
37756	18	1	0	231	4	7	4
37757	18	1	0	46	2	12	4
37758	18	1	0	110	13	13	5
37759	18	1	0	46	11	3	5
37760	18	1	0	262	0	10	4
37761	18	1	0	419	2	0	6
37762	18	1	0	284	11	8	3
37763	18	1	0	236	1	12	2
37764	18	1	0	6	0	13	3
37765	18	1	0	101	13	6	5
37766	18	1	0	298	9	4	1
37767	18	1	0	33	3	10	7
37768	18	1	0	47	13	13	5
37769	18	1	0	21	7	0	2
37770	18	1	0	420	11	6	7
37771	18	1	0	195	10	6	2
37772	18	1	0	109	2	4	4
37773	18	1	0	452	2	0	3
37774	18	1	0	255	6	8	7
37775	18	1	0	44	4	6	2
37776	18	1	0	102	10	12	3
37777	18	1	0	195	12	11	5
37778	18	1	0	278	12	7	5
37779	18	1	0	198	4	2	0
37780	18	1	0	305	3	0	4
37781	18	1	0	414	7	8	5
37782	18	1	0	81	1	3	3
37783	18	1	0	273	13	12	0
37784	18	1	0	294	13	12	6
37785	18	1	0	478	13	13	2
37786	18	1	0	121	9	5	5
37787	18	1	0	360	11	5	2
37788	18	1	0	428	12	7	4
37789	18	1	0	251	0	1	0
37790	18	1	0	308	3	0	7
37791	18	1	0	169	9	3	2
37792	18	1	0	367	2	12	5
37793	18	1	0	11	2	9	2
37794	18	1	0	433	8	13	5
37795	18	1	0	191	11	10	6
37796	18	1	0	172	4	5	2
37797	18	1	0	374	6	12	7
37798	18	1	0	89	11	8	5
37799	18	1	0	340	9	13	2
37800	18	1	0	157	11	11	4
37801	18	1	0	90	11	0	6
37802	18	1	0	93	9	5	3
37803	18	1	0	479	7	2	5
37804	18	1	0	121	5	5	2
37805	18	1	0	420	11	10	5
37806	18	1	0	5	4	3	3
37807	18	1	0	179	4	12	1
37808	18	1	0	24	6	7	6
37809	18	1	0	452	6	7	6
37810	18	1	0	279	6	1	7
37811	18	1	0	83	7	1	0
37812	18	1	0	10	5	4	1
37813	18	1	0	175	2	6	2
37814	18	1	0	280	1	5	7
37815	18	1	0	220	10	2	6
37816	18	1	0	27	1	5	3
37817	18	1	0	209	11	8	4
37818	18	1	0	152	3	1	0
37819	18	1	0	292	8	13	7
37820	18	1	0	27	5	0	6
37821	18	1	0	150	13	10	7
37822	18	1	0	49	0	3	2
37823	18	1	0	41	7	13	1
37824	18	1	0	401	6	7	7
37825	18	1	0	46	10	8	6
37826	18	1	0	189	6	5	2
37827	18	1	0	22	4	7	7
37828	18	1	0	115	13	4	0
37829	18	1	0	385	11	10	1
37830	18	1	0	342	5	12	6
37831	18	1	0	283	0	13	6
37832	18	1	0	274	10	13	7
37833	18	1	0	243	4	1	6
37834	18	1	0	257	9	8	2
37835	18	1	0	387	7	2	2
37836	18	1	0	413	3	2	0
37837	18	1	0	40	10	6	3
37838	18	1	0	427	9	4	5
37839	18	1	0	44	6	8	6
37840	18	1	0	438	4	8	7
37841	18	1	0	402	11	9	6
37842	18	1	0	212	2	2	1
37843	18	1	0	288	12	1	4
37844	18	1	0	449	6	4	6
37845	18	1	0	292	9	7	0
37846	18	1	0	141	6	2	6
37847	18	1	0	202	5	11	3
37848	18	1	0	381	7	4	5
37849	18	1	0	172	13	12	4
37850	18	1	0	143	13	7	1
37851	18	1	0	68	4	11	7
37852	18	1	0	137	11	6	1
37853	18	1	0	226	3	13	6
37854	18	1	0	388	8	13	5
37855	18	1	0	263	12	2	1
37856	18	1	0	363	8	6	2
37857	18	1	0	88	3	13	3
37858	18	1	0	127	0	7	0
37859	18	1	0	360	3	4	5
37860	18	1	0	258	6	10	1
37861	18	1	0	123	5	7	7
37862	18	1	0	445	7	9	5
37863	18	1	0	83	13	4	1
37864	18	1	0	14	6	0	2
37865	18	1	0	438	3	10	3
37866	18	1	0	137	10	6	0
37867	18	1	0	242	2	10	2
37868	18	1	0	114	4	9	4
37869	18	1	0	216	6	13	5
37870	18	1	0	129	3	7	4
37871	18	1	0	299	1	0	5
37872	18	1	0	152	10	1	7
37873	18	1	0	172	4	10	5
37874	18	1	0	133	10	11	4
37875	18	1	0	76	8	12	3
37876	18	1	0	412	13	12	6
37877	18	1	0	348	2	11	0
37878	18	1	0	151	4	6	6
37879	18	1	0	377	0	9	3
37880	18	1	0	371	11	3	7
37881	18	1	0	259	4	13	2
37882	18	1	0	150	1	7	2
37883	18	1	0	371	12	8	2
37884	18	1	0	335	1	3	5
37885	18	1	0	381	13	4	6
37886	18	1	0	190	4	9	4
37887	18	1	0	435	1	7	0
37888	18	1	0	241	3	8	1
37889	18	1	0	271	4	6	0
37890	18	1	0	70	3	5	6
37891	18	1	0	73	5	13	2
37892	18	1	0	249	5	10	2
37893	18	1	0	324	0	0	7
37894	18	1	0	107	12	12	2
37895	18	1	0	250	12	12	1
37896	18	1	0	314	6	10	6
37897	18	1	0	219	7	6	0
37898	18	1	0	273	3	11	5
37899	18	1	0	456	5	12	3
37900	18	1	0	346	0	10	3
37901	18	1	0	355	5	4	2
37902	18	1	0	196	8	9	4
37903	18	1	0	33	13	0	4
37904	18	1	0	233	11	8	5
37905	18	1	0	454	10	2	5
37906	18	1	0	183	12	3	2
37907	18	1	0	9	3	3	2
37908	18	1	0	375	0	9	2
37909	18	1	0	187	11	10	0
37910	18	1	0	448	10	4	0
37911	18	1	0	338	1	10	0
37912	18	1	0	353	1	6	7
37913	18	1	0	63	8	4	7
37914	18	1	0	105	11	10	0
37915	18	1	0	215	10	1	4
37916	18	1	0	214	13	1	1
37917	18	1	0	58	12	1	7
37918	18	1	0	311	3	12	4
37919	18	1	0	183	11	6	4
37920	18	1	0	20	8	7	3
37921	18	1	0	169	3	0	0
37922	18	1	0	464	1	13	7
37923	18	1	0	46	12	8	1
37924	18	1	0	463	4	10	3
37925	18	1	0	151	4	7	0
37926	18	1	0	416	2	13	0
37927	18	1	0	184	12	10	5
37928	18	1	0	378	1	1	0
37929	18	1	0	436	2	10	2
37930	18	1	0	183	7	9	4
37931	18	1	0	190	13	5	2
37932	18	1	0	205	6	7	4
37933	18	1	0	353	13	7	6
37934	18	1	0	57	2	11	0
37935	18	1	0	53	6	9	7
37936	18	1	0	92	9	6	5
37937	18	1	0	441	10	13	2
37938	18	1	0	471	7	1	6
37939	18	1	0	23	1	4	5
37940	18	1	0	360	13	10	3
37941	18	1	0	265	8	11	1
37942	18	1	0	338	11	3	7
37943	18	1	0	339	10	10	6
37944	18	1	0	429	13	8	0
37945	18	1	0	329	2	8	7
37946	18	1	0	445	2	1	7
37947	18	1	0	123	5	4	0
37948	18	1	0	281	10	6	6
37949	18	1	0	40	7	7	7
37950	18	1	0	438	7	7	5
37951	18	1	0	254	11	10	0
37952	18	1	0	206	6	0	0
37953	18	1	0	405	9	9	4
37954	18	1	0	335	10	7	5
37955	18	1	0	422	0	13	3
37956	18	1	0	169	8	12	7
37957	18	1	0	366	7	1	1
37958	18	1	0	1	5	5	4
37959	18	1	0	359	1	0	2
37960	18	1	0	71	13	11	6
37961	18	1	0	130	9	3	3
37962	18	1	0	476	13	6	3
37963	18	1	0	422	12	3	5
37964	18	1	0	387	6	0	1
37965	18	1	0	234	10	9	2
37966	18	1	0	2	8	11	0
37967	18	1	0	429	9	7	2
37968	18	1	0	374	13	2	1
37969	18	1	0	336	9	9	5
37970	18	1	0	214	9	11	3
37971	18	1	0	203	5	4	7
37972	18	1	0	70	6	9	4
37973	18	1	0	364	11	8	3
37974	18	1	0	107	9	11	4
37975	18	1	0	471	10	2	2
37976	18	1	0	363	1	12	5
37977	18	1	0	298	9	10	6
37978	18	1	0	449	13	6	0
37979	18	1	0	12	6	2	0
37980	18	1	0	102	4	12	2
37981	18	1	0	349	4	2	0
37982	18	1	0	104	12	8	0
37983	18	1	0	416	7	1	3
37984	18	1	0	121	8	12	4
37985	18	1	0	474	6	6	6
37986	18	1	0	282	0	0	4
37987	18	1	0	317	13	12	7
37988	18	1	0	466	10	11	5
37989	18	1	0	397	11	3	4
37990	18	1	0	90	10	1	2
37991	18	1	0	376	8	1	6
37992	18	1	0	219	4	8	4
37993	18	1	0	82	9	13	4
37994	18	1	0	169	7	11	2
37995	18	1	0	78	5	9	0
37996	18	1	0	251	12	9	5
37997	18	1	0	401	11	5	3
37998	18	1	0	266	1	12	2
37999	18	1	0	278	8	6	1
38000	19	0	40	3	0	2	4
38001	19	0	15	7	0	2	1
38002	19	0	43	2	2	1	0
38003	19	0	1	2	0	0	0
38004	19	0	35	6	2	2	6
38005	19	0	14	14	2	1	0
38006	19	0	10	13	1	1	2
38007	19	0	13	10	0	0	6
38008	19	0	6	11	1	2	4
38009	19	0	2	14	2	0	6
38010	19	0	5	9	2	2	5
38011	19	0	36	6	2	0	0
38012	19	0	42	7	1	0	3
38013	19	0	6	12	1	1	5
38014	19	0	10	11	1	0	4
38015	19	0	44	2	2	2	2
38016	19	0	34	7	0	1	6
38017	19	0	17	7	2	1	0
38018	19	0	14	1	1	1	4
38019	19	0	4	6	2	2	5
38020	19	0	13	15	1	2	7
38021	19	0	9	8	0	0	4
38022	19	0	47	13	2	1	5
38023	19	0	14	4	2	1	1
38024	19	0	3	3	0	2	2
38025	19	0	43	13	2	0	6
38026	19	0	24	14	2	1	0
38027	19	0	43	3	2	2	4
38028	19	0	41	10	0	1	6
38029	19	0	10	14	0	2	4
38030	19	0	32	5	2	0	4
38031	19	0	40	6	0	1	2
38032	19	0	34	0	2	1	7
38033	19	0	1	3	1	1	3
38034	19	0	3	7	2	0	1
38035	19	0	46	15	0	2	2
38036	19	0	8	15	2	0	4
38037	19	0	33	13	0	2	3
38038	19	0	45	9	1	2	5
38039	19	0	28	14	0	0	3
38040	19	0	4	10	0	2	3
38041	19	0	37	7	0	0	0
38042	19	0	14	2	0	1	1
38043	19	0	32	7	1	2	7
38044	19	0	13	4	2	2	7
38045	19	0	15	15	1	0	1
38046	19	0	6	13	1	1	6
38047	19	0	29	1	2	2	1
38048	19	0	3	12	2	1	1
38049	19	0	15	6	0	2	7
38050	19	0	8	13	0	1	7
38051	19	0	15	2	1	2	1
38052	19	0	3	0	0	0	2
38053	19	0	26	15	1	0	6
38054	19	0	3	5	1	0	6
38055	19	0	16	14	1	1	7
38056	19	0	9	6	1	0	0
38057	19	0	37	1	2	1	0
38058	19	0	3	15	2	2	2
38059	19	0	3	2	0	0	1
38060	19	0	43	7	1	0	3
38061	19	0	37	1	2	0	6
38062	19	0	42	10	1	0	5
38063	19	0	15	8	1	0	4
38064	19	0	29	10	0	0	7
38065	19	0	39	3	0	2	3
38066	19	0	32	8	0	1	1
38067	19	0	15	11	1	0	7
38068	19	0	34	9	2	2	0
38069	19	0	42	9	2	0	2
38070	19	0	16	3	0	2	2
38071	19	0	17	9	2	0	5
38072	19	0	13	8	2	1	4
38073	19	0	3	2	2	1	4
38074	19	0	2	0	1	0	4
38075	19	0	10	14	2	2	6
38076	19	0	35	0	0	0	2
38077	19	0	34	1	1	2	2
38078	19	0	27	4	0	1	5
38079	19	0	2	11	0	2	3
38080	19	0	42	3	1	2	6
38081	19	0	39	4	0	0	2
38082	19	0	26	0	0	2	5
38083	19	0	26	7	1	0	1
38084	19	0	24	1	1	0	3
38085	19	0	29	11	1	0	3
38086	19	0	1	6	1	1	4
38087	19	0	4	8	1	2	6
38088	19	0	43	10	0	0	4
38089	19	0	11	8	0	0	6
38090	19	0	22	10	1	2	1
38091	19	0	24	6	1	0	6
38092	19	0	0	6	1	1	1
38093	19	0	42	10	2	1	1
38094	19	0	46	9	2	1	6
38095	19	0	20	12	2	1	2
38096	19	0	12	13	2	1	2
38097	19	0	39	9	1	2	0
38098	19	0	19	9	0	1	5
38099	19	0	29	14	1	2	3
38100	19	0	32	15	2	0	1
38101	19	0	18	10	0	0	4
38102	19	0	14	6	0	0	0
38103	19	0	15	15	2	0	7
38104	19	0	26	6	2	2	6
38105	19	0	31	12	0	0	0
38106	19	0	6	13	0	0	7
38107	19	0	3	7	0	1	2
